No,id,member_id,loan_status_class
200,3445367,4308918,1
201,6915526,8557597,1
202,7088489,8750550,1
203,16361508,18464022,1
204,24234379,26637339,1
205,5978523,7450965,1
206,516970,668111,1
207,5949819,7422292,1
208,14597986,16660385,1
209,34031802,36695069,1
210,439800,531804,1
211,22432311,24765192,0
212,4275004,5457195,1
213,5788841,7221012,1
214,20178553,22441291,1
215,2486591,2978900,1
216,9845932,11697939,1
217,1434471,1685931,1
218,32448957,35062185,1
219,11506474,13478635,1
220,7264899,8907032,1
221,6464750,8006892,1
222,8137502,9879502,1
223,30415790,32978974,1
224,4536083,5778323,1
225,1343503,1588265,1
226,8970833,10762315,1
227,30345503,32888690,1
228,18995854,21148469,1
229,2834744,3416918,0
230,13286808,15329030,1
231,448752,550886,1
232,3643043,4595849,1
233,13978038,16030366,1
234,9006439,1865731,1
235,12988398,15020552,1
236,14489144,16551468,1
237,4282011,5464724,1
238,36411366,39132764,1
239,29033461,31556639,1
240,3929622,5023269,1
241,8134594,9876743,1
242,9725081,11577202,1
243,6825197,8447328,1
244,15279250,17351701,1
245,10128605,5956725,0
246,1090260,1327609,1
247,476995,604532,1
248,4177092,5319443,1
249,37681655,40454667,0
250,6265581,7777705,1
251,23924740,26297497,1
252,23836335,26208853,1
253,558003,718373,0
254,10676703,12568769,1
255,1429912,1681167,1
256,35370026,38058539,1
257,6918676,8560632,1
258,5385206,6737396,1
259,14408012,16460410,1
260,19055786,21258526,1
261,34363657,37027029,1
262,33671531,36324812,1
263,7678222,9379833,1
264,15390116,17462553,0
265,1031219,1260627,1
266,4768322,6030806,1
267,10786631,12678712,1
268,9564632,11416780,1
269,35296399,37977777,1
270,8577716,10339703,1
271,842522,1053205,1
272,17764661,19897162,1
273,3624898,4577073,0
274,1112529,1349470,0
275,14559955,16622271,1
276,5788012,7220190,1
277,4778059,6050480,1
278,9877762,11729613,1
279,10146054,11998085,1
280,29734108,32267280,1
281,3237002,3979438,1
282,5628841,7011256,1
283,22402056,24734942,1
284,19127124,21329821,1
285,16492652,18585090,1
286,30765865,33319050,1
287,25297810,24685068,1
288,710662,903434,1
289,36128955,38840536,0
290,7368633,9030634,1
291,1290469,1534427,1
292,17683409,19815949,1
293,4175968,5318237,1
294,33491347,36134613,1
295,1186720,1427931,1
296,6310039,7841354,1
297,8364828,2421547,1
298,10138936,11990542,1
299,11677006,13649178,1
300,517055,668251,1
301,19336109,21538875,0
302,32418848,35032063,1
303,6566535,7416816,1
304,6696196,8298465,1
305,1136914,1376700,1
306,7645723,9327822,1
307,5773921,7205695,1
308,6518142,8070200,1
309,698531,889986,1
310,21009741,23292561,1
311,29264151,31797354,1
312,710426,903179,1
313,28843687,31366893,1
314,6530485,8082516,1
315,8835269,10627363,1
316,8978124,10780119,1
317,8648139,10419994,1
318,35793734,38499190,1
319,26239814,28702575,1
320,1276083,1519573,1
321,10132756,11984062,1
322,25377892,27820563,1
323,17052689,19175227,1
324,754903,954663,1
325,21060879,23343588,1
326,17073414,19195968,1
327,3728266,4720839,0
328,14679663,16741976,1
329,19506421,21719165,1
330,32299216,34912464,1
331,3373135,4226404,1
332,34923488,37606765,1
333,1149579,1390546,1
334,8895683,10687764,1
335,763437,964055,1
336,8504767,8312090,1
337,613074,786071,1
338,5895883,7358022,1
339,219770,219720,1
340,29594094,32127272,1
341,31988921,34602130,1
342,10706466,12598578,1
343,24174435,26577388,1
344,27522091,30025239,1
345,23903390,26276340,1
346,3293260,4066457,1
347,1606324,1877525,1
348,19145880,21348619,1
349,1313479,1558752,1
350,9209533,11031404,1
351,1597555,1868109,1
352,4785303,6057486,1
353,14528773,16591104,1
354,28564409,31087615,1
355,1120815,1358714,1
356,6624653,8206809,1
357,20710905,22983446,1
358,24114862,26517770,1
359,12666351,14668494,1
360,482937,614439,1
361,592829,761344,1
362,10078853,11930520,1
363,20671762,22944200,1
364,34863937,37547248,1
365,824610,1033343,1
366,3149876,3862398,1
367,30165875,32709080,1
368,16111637,18214128,1
369,15079283,17151722,1
370,16411668,18494165,1
371,1571622,1839474,1
372,7083502,8745076,1
373,1153513,1394083,0
374,1086908,1324220,1
375,15461229,17533574,1
376,6605432,8187577,1
377,132537,132479,1
378,4299573,5472117,1
379,349476,351133,1
380,24825103,27258110,1
381,18915000,21097734,1
382,27541856,30044985,1
383,15479698,17552145,1
384,11326233,13238396,1
385,2302041,2734659,1
386,37117213,39889939,1
387,35074352,37757670,0
388,10127601,11979394,1
389,10162192,12013567,1
390,973618,1195644,0
391,12945984,14978179,1
392,21090192,23372946,1
393,12806486,14828594,1
394,36089504,38801140,1
395,785118,988386,1
396,8386124,10128202,1
397,26067400,28520377,1
398,349712,351461,1
399,10577690,1098606,1
400,8375868,10117945,1
401,34201867,36865136,1
402,31607543,34210729,1
403,10765072,12657204,1
404,28071982,30585094,1
405,31918124,34531309,1
406,13347302,15389497,1
407,1149703,1390693,1
408,138568,138553,1
409,9217392,11039381,1
410,36178702,38880268,1
411,10171539,12022914,1
412,26007567,28460532,1
413,7668261,9350247,1
414,33271492,35914829,1
415,5958551,7430946,1
416,20708955,22981735,1
417,10647434,12519440,0
418,16442626,18525091,1
419,29143740,31686910,0
420,6581428,1476226,1
421,36551191,39293911,1
422,8856157,4307729,1
423,14708647,16781047,1
424,1618637,1890501,1
425,25997217,28450221,1
426,2296259,2728511,1
427,27511249,30014360,1
428,830563,1039714,1
429,9645005,10418132,1
430,10607014,12479033,1
431,27250195,29753267,1
432,6254953,7767082,1
433,12975580,15007782,1
434,22303574,24626277,1
435,1435068,1686654,1
436,6786325,8408433,1
437,36099729,38811370,1
438,6627770,8209880,1
439,26379785,28852565,1
440,16892618,19015162,1
441,561392,722494,0
442,31297481,33870729,1
443,1576446,1845096,1
444,10648552,12520511,1
445,28563026,31086164,1
446,8619205,10391007,1
447,24815790,27248665,1
448,6684622,7227662,1
449,10555554,12437654,1
450,11916837,13908970,1
451,29194533,31727752,1
452,24815206,27248191,1
453,13057303,15089494,1
454,9164734,10996868,1
455,1340720,1585275,1
456,14208210,16260609,1
457,1122926,1360695,1
458,12234836,14226986,1
459,356678,362089,1
460,15700054,17792493,1
461,1582950,1852078,1
462,36830291,39583025,1
463,28292424,30815536,1
464,17753878,19886395,1
465,13166872,15199063,1
466,6384940,7917072,1
467,20790883,23063443,1
468,512022,661457,1
469,1532796,1797375,1
470,3354156,4207472,1
471,8565098,10317227,1
472,8124957,9867090,1
473,13027373,15059565,1
474,10069685,11921275,1
475,28091974,30605087,1
476,802724,1008404,1
477,1705589,1998453,1
478,30285037,32828207,1
479,9164572,10996722,1
480,21670733,23993688,1
481,1173346,1415142,1
482,27380466,29873550,1
483,12335004,14327157,1
484,13045754,15077950,1
485,1481847,1740718,1
486,22254022,24576688,0
487,6737963,8340274,1
488,1000304,1225741,1
489,29705438,32238680,1
490,1488293,1747312,1
491,35713742,38409199,1
492,28673682,31206857,1
493,35296121,33349445,1
494,12347387,14339530,1
495,29214362,31747558,1
496,708116,900575,1
497,383398,413673,1
498,12986423,15018599,1
499,3265590,4017854,1
500,22423090,24755876,1
501,525780,680256,1
502,1147018,1387942,1
503,6995948,8638105,1
504,475768,602449,1
505,1579108,1848066,1
506,3217374,3959888,0
507,6158649,5477516,1
508,15500698,17593119,1
509,7077404,8739548,1
510,10566860,12448854,1
511,32419838,35033163,1
512,1242058,1482623,1
513,5425435,6797629,0
514,806870,1013266,1
515,816167,1023869,1
516,5768314,7200525,1
517,28672650,31205771,1
518,21951327,24274266,1
519,1508090,1769693,1
520,1267915,1511722,1
521,3527002,4419464,1
522,1555716,1822204,1
523,28833779,31356988,0
524,8961670,10753073,0
525,15820777,17913274,1
526,34733305,37426610,1
527,7914631,9636777,1
528,8366153,10108205,1
529,9755428,11607517,1
530,8990140,10771780,1
531,17954720,20107226,1
532,7454577,9116729,1
533,19506033,21718790,0
534,34231920,36895196,1
535,21580682,23913582,1
536,2229377,2641970,1
537,12335169,14327322,1
538,7688416,9389944,1
539,21291012,23593851,0
540,10085091,11937212,1
541,8138011,9879990,1
542,20459307,22722023,1
543,12505965,14518105,0
544,36290766,38992136,1
545,34514132,37177505,1
546,24655373,27088317,1
547,5607184,6989471,0
548,485111,617922,1
549,3374202,4317617,1
550,4375445,5607650,1
551,32619692,35252861,1
552,11636623,13608794,1
553,1279614,1522486,1
554,9716461,11568255,1
555,2082246,2434906,1
556,2486501,2978803,1
557,675301,863050,1
558,8825216,10617367,1
559,3290572,4063436,1
560,26137648,28590592,1
561,12396916,14409035,1
562,1118871,1356669,1
563,26087683,28540621,1
564,11367209,13299403,0
565,5695436,7107590,1
566,16712398,18824899,1
567,16441819,18524313,1
568,852921,1065056,1
569,1343927,1588722,1
570,6315757,7847716,1
571,577683,742828,1
572,5040796,6343269,1
573,26700230,29183183,1
574,23844778,26217521,1
575,500256,642421,1
576,5769111,7201310,1
577,3371129,4224127,1
578,3057084,3729698,1
579,12968435,15000616,1
580,499557,641244,1
581,21230051,23532946,1
582,25377061,27819858,1
583,26309705,15157964,0
584,4454668,5686824,1
585,17102802,15158541,1
586,10755426,12647547,1
587,37097896,39860706,1
588,1172487,1413661,0
589,11906628,13898769,1
590,4309358,5491914,1
591,3730769,4723753,1
592,1341381,1585924,1
593,22454084,24776740,1
594,11645439,13617589,1
595,1303368,1548200,1
596,37097781,39860579,1
597,7934807,9656937,1
598,12417944,14430076,1
599,8609227,10360770,0
600,32919921,35563143,1
601,2594895,3117071,1
602,23855628,26228233,1
603,33251676,35895005,1
604,12586453,14598621,1
605,13057924,15090118,1
606,8635899,10407933,1
607,15349489,17421931,1
608,1384018,1629087,1
609,12427822,14439923,1
610,4754695,6016857,1
611,35196619,37888016,1
612,17463024,19585568,1
613,9924826,11776961,1
614,11686708,13658868,1
615,19137871,16591251,1
616,19155999,21358716,1
617,7064812,8726960,1
618,17594062,19726568,1
619,6209514,7691645,1
620,29453948,31987112,1
621,7381676,9043595,1
622,14408465,16460853,1
623,26339970,28812739,1
624,5105201,6427483,1
625,1674708,1956876,1
626,14658760,16721106,1
627,6815080,8437216,1
628,7725521,9427644,1
629,645907,826430,1
630,1462320,1717840,1
631,6170454,7652604,0
632,12425271,14437419,1
633,3194612,3927326,1
634,35451130,38148344,1
635,19056557,21259265,1
636,248108,248102,1
637,5778749,7210930,1
638,4804759,6066923,1
639,14638945,16701271,1
640,1356986,1600944,1
641,2595674,3117915,0
642,14758974,16831414,1
643,3219021,3961749,1
644,18585098,20747776,1
645,20150712,22413183,1
646,833632,1001853,1
647,21801300,24124219,1
648,3484585,4366742,0
649,28744685,31277941,0
650,5455838,6808043,1
651,6324868,7856959,1
652,34502927,37166236,0
653,20749395,23022094,1
654,3351107,4153960,1
655,6937365,8579383,1
656,36108650,38820205,1
657,17052571,11953252,1
658,8156518,9898550,1
659,36561446,39314192,1
660,16171717,18274208,1
661,13757544,15809874,1
662,27050192,29553244,1
663,620298,795045,1
664,8629501,10401308,1
665,6210577,7692720,0
666,32089333,34692590,1
667,7080407,8742418,0
668,20157126,22419878,1
669,37620207,40382933,1
670,673620,861001,1
671,10088028,11939714,1
672,10143356,11994485,1
673,7627141,9309182,1
674,24204736,26607630,1
675,7724874,9427012,1
676,6571064,8123064,1
677,11934978,13927130,1
678,8638200,10410069,1
679,969413,1190623,1
680,8627140,10399111,1
681,8384692,10126830,1
682,1087612,1324570,1
683,28162288,30675421,1
684,1404541,1653749,1
685,3360186,4174276,0
686,11408099,13340286,1
687,5264859,6607010,1
688,6975583,6469681,1
689,5895461,7357602,1
690,1622005,1894005,1
691,20409467,22682133,1
692,36920253,39672976,1
693,2310351,2742906,1
694,14208337,16260734,1
695,7655925,9337993,1
696,2075248,2427445,1
697,25307191,27759967,0
698,4548094,5800405,1
699,18575500,20738164,1
700,1269736,1513450,1
701,17864769,20017228,1
702,1606679,1877692,1
703,7687393,9389052,1
704,747824,946813,1
705,8126099,9868158,1
706,12326558,14318686,1
707,6538693,8090821,0
708,19907439,22130164,1
709,17593676,19726195,1
710,1682755,1965418,0
711,21420482,23743358,1
712,18924980,21177722,1
713,32118883,34722111,1
714,22141566,24464512,1
715,13077819,15180010,1
716,9056138,10868184,1
717,3728081,4720640,1
718,31247201,33820429,1
719,1062584,1294454,1
720,8134787,9876932,1
721,19157830,21360365,1
722,10586435,12468500,1
723,16431397,18513935,1
724,16772155,16760371,1
725,7691187,7667876,1
726,10647916,12519909,1
727,4115003,5257197,1
728,7727634,9429294,1
729,6539655,8091761,1
730,7014570,8656722,1
731,17735370,19867847,1
732,1676331,1958591,1
733,1216867,1457829,0
734,6695758,8298031,1
735,663413,848305,1
736,23955953,26328539,1
737,17473343,19595875,0
738,1432148,1683473,1
739,21751082,24074019,1
740,1398537,1646007,1
741,15309790,17382229,1
742,27189897,29692928,1
743,18684775,20857537,1
744,1603034,1874005,1
745,14368357,16420747,1
746,31317376,33890599,0
747,17805330,19937825,1
748,9134719,10966860,1
749,6718138,8320445,1
750,4175149,5317357,1
751,2826036,3408439,1
752,874491,1088966,1
753,1478830,1736696,1
754,1355476,1599834,1
755,11914871,13907010,1
756,1491524,1751350,1
757,21541186,23874045,1
758,2825430,3407720,1
759,525147,679481,1
760,7378407,9040398,1
761,4797726,6040099,0
762,15359884,17432323,1
763,29184372,31667581,1
764,10120963,11972418,1
765,27039729,29532788,1
766,20048730,22311360,1
767,22453922,24776612,1
768,33190379,35833612,1
769,7050623,8712623,1
770,1038274,1268176,1
771,11688431,13660606,1
772,24374853,26797806,1
773,16071737,18174210,0
774,1626597,1898867,1
775,26759921,29252882,1
776,1606138,1877722,1
777,14690731,16753005,1
778,806491,1012677,0
779,10647803,12519802,1
780,9225209,11047312,1
781,12616696,14628864,1
782,23112709,25465663,1
783,30255710,32798907,1
784,4634923,5897090,0
785,1186344,1427540,1
786,556374,716441,0
787,2297842,2730209,1
788,17113212,19235747,1
789,6540257,8092342,1
790,1035105,1264920,1
791,21119693,23402532,1
792,1320563,1565594,1
793,15409229,17481681,1
794,8376081,10118147,1
795,1466043,1722126,1
796,11275711,13187876,1
797,30034709,32557879,1
798,9777879,11629734,1
799,30445657,32998836,1
800,14327843,16380243,1
801,14469146,16531467,1
802,32349011,34962241,1
803,26829788,29312792,1
804,1327786,1572945,1
805,27712408,30175580,1
806,10154590,12006742,1
807,2310996,2743594,1
808,13477098,15529387,1
809,10151042,12002399,0
810,10093275,11944380,0
811,9226953,11048960,1
812,31828336,34441555,1
813,11316416,13228600,1
814,9715336,11567445,1
815,7103042,6337478,1
816,9725673,11577741,1
817,1679753,1962233,1
818,9836268,11688270,0
819,13046036,15078226,1
820,3922478,5016515,1
821,14378244,16440631,1
822,1618238,1890287,0
823,1153672,1394245,1
824,31587338,34180516,1
825,12926376,14958568,1
826,14529615,16591929,1
827,14680301,16742607,1
828,9695806,11547841,1
829,11064745,12976898,1
830,30185448,32728638,1
831,649472,830873,1
832,2875196,3477419,1
833,12997629,15029804,1
834,4175909,5318175,1
835,12987654,15019820,1
836,8596672,10348724,1
837,5955127,7427268,1
838,458741,571237,0
839,12475753,14487890,1
840,3920753,5014585,1
841,3486824,4369260,1
842,11708182,13680373,1
843,1487545,1746962,1
844,23453020,25805975,1
845,20157593,22420300,1
846,8794913,10567032,1
847,32689604,35322770,1
848,15239299,17311751,1
849,5793834,7225567,1
850,603756,774690,1
851,7102491,8764127,1
852,1118383,1356123,0
853,33681720,36304949,1
854,34613638,37296967,1
855,1624227,1896271,1
856,878693,1093457,1
857,34873576,37556861,1
858,12815544,14837713,1
859,17382815,19505365,1
860,28664358,31197577,1
861,9414834,11246972,1
862,11398031,13320230,1
863,23112913,25465830,1
864,9197861,11059864,1
865,3627605,4579955,1
866,7669700,9351591,0
867,15019393,17091830,1
868,4435047,5667237,1
869,9394992,11227107,1
870,34283273,36946618,1
871,836330,1046356,0
872,20758951,23031731,1
873,3214689,3956855,1
874,667824,853747,1
875,1584801,1854197,1
876,14819112,16891548,1
877,8557448,10309488,1
878,24056380,26428885,1
879,10627080,12499080,1
880,19115503,21318252,1
881,1864829,2167014,1
882,1300747,1545306,1
883,10596710,12528733,1
884,12457144,14469257,1
885,3625170,4577362,1
886,6699935,8302174,1
887,20160370,22422862,1
888,20069448,22332080,1
889,33381549,36024878,0
890,12856927,14879041,1
891,26047855,28500778,0
892,31999543,34612823,1
893,12447701,14459834,1
894,30916282,33479461,0
895,2174971,2547848,1
896,10133367,11984577,1
897,8605692,10357783,1
898,10776204,12668301,1
899,37227741,40000522,1
900,4568534,5820876,1
901,7515200,9177320,1
902,1405796,1654651,1
903,20120685,22383137,1
904,3918966,5012535,0
905,1384268,1629636,1
906,1695060,1987850,1
907,1044665,1275043,1
908,2054715,2396875,1
909,33461218,36104480,1
910,461310,576436,1
911,3286320,4058737,1
912,19346101,21548866,1
913,34492827,37156168,1
914,10546898,12428933,1
915,1218459,1459291,1
916,17302715,19345259,1
917,29003281,31526450,1
918,2476951,2969296,1
919,20709465,22982166,1
920,8315811,10057904,1
921,6538718,8090845,1
922,36270903,38982271,1
923,1724859,2027029,1
924,14478369,16540724,1
925,670547,857238,0
926,12677147,14679298,1
927,2296402,2728669,1
928,10117284,10327563,0
929,35136454,37817837,1
930,15460400,17532828,0
931,15459659,17532105,1
932,28392454,30915571,1
933,34893554,37576831,1
934,1282108,1525668,1
935,3292020,4065068,1
936,7698679,9400297,1
937,20178048,22440844,1
938,2379773,2842326,1
939,799028,1004186,1
940,18575382,20738052,1
941,1251999,1494209,1
942,7076130,8738302,1
943,30115480,32658680,1
944,834983,1044887,1
945,10070176,11921737,1
946,475108,601235,1
947,11626879,13599057,1
948,25687370,28140340,1
949,7099709,8761736,1
950,15640880,17733306,1
951,721768,916468,1
952,28993257,31516424,1
953,19015059,21157789,1
954,3629970,4582546,1
955,3255699,4027972,1
956,1570563,1838162,0
957,7068325,8730392,1
958,883026,1098284,0
959,11996128,5791666,1
960,719196,913509,0
961,3845719,4859150,0
962,2076656,2428925,1
963,32009110,34622349,1
964,27592126,30095275,1
965,8185285,9927393,1
966,28594452,31117681,1
967,3154976,3867159,1
968,2367108,2829481,1
969,9205313,11027414,1
970,24626255,27059070,1
971,14459361,16521666,1
972,14558602,16620953,0
973,32148712,34751912,1
974,11315279,13227450,0
975,9675277,11527384,1
976,25667104,28120104,0
977,6546646,8098760,1
978,13177978,15210170,1
979,642913,822835,1
980,642850,822751,1
981,26860226,29343164,1
982,10575690,12457773,0
983,35723221,38418639,0
984,7089807,8751832,1
985,2945616,3557890,1
986,19015692,21158347,1
987,1582961,1852091,1
988,3495538,4377809,1
989,3217959,3960568,1
990,6906266,8548312,1
991,8966589,10758615,1
992,12845704,14867865,1
993,24696220,27139057,1
994,15279345,17351798,1
995,10093795,11944848,1
996,8639488,10411255,1
997,3922419,5016450,1
998,5735674,7157832,0
999,6573063,8125027,1
1000,3369989,4222878,1
1001,6520743,8072738,1
1002,36381530,39012950,1
1003,7072588,8734140,1
1004,6305053,7837121,0
1005,6406410,7938497,0
1006,7062822,2556716,1
1007,16292127,18394600,1
1008,1469200,1726044,0
1009,7087702,8749797,1
1010,14899221,16971652,1
1011,1257811,1500554,1
1012,15359445,17431887,1
1013,864023,1077180,1
1014,22263702,24586367,1
1015,10092726,11943930,0
1016,4768345,6030835,1
1017,2275262,2697455,0
1018,21791399,24114311,1
1019,3145722,3857946,1
1020,35358446,38037928,1
1021,6085081,7557236,1
1022,3145608,3857826,1
1023,1068395,1302773,1
1024,8976553,10778590,1
1025,1705858,1998740,0
1026,1337272,1582226,1
1027,7337508,8999557,1
1028,4777450,6049738,1
1029,7455636,9117753,1
1030,32519093,35132338,1
1031,1462564,1717890,1
1032,30145803,32689013,1
1033,9867170,11719095,1
1034,1678463,1960864,1
1035,1825293,2127525,1
1036,6738807,8341127,1
1037,6908314,8550287,1
1038,8315313,10057427,1
1039,6839161,8460887,1
1040,6415338,7947438,1
1041,1589464,1859133,1
1042,16201099,18303596,1
1043,6297856,7829432,0
1044,10070080,11921650,1
1045,383926,414569,1
1046,14768935,16841377,1
1047,2301837,2734437,1
1048,12775897,14798046,1
1049,5415147,6787324,1
1050,1554680,1821034,1
1051,33170196,35813414,1
1052,7638126,3918206,1
1053,21360668,23673549,0
1054,13067785,15099975,1
1055,5650487,7032954,1
1056,36148922,38850482,1
1057,33601493,36214716,1
1058,875052,1089562,1
1059,13418670,15470956,1
1060,17313128,19435643,0
1061,33511755,36155058,1
1062,259080,257387,1
1063,136226,136223,1
1064,20741387,23013868,1
1065,28573746,31096920,1
1066,6725741,8328014,1
1067,20137972,22400642,1
1068,8617116,10389072,1
1069,20779316,23052035,1
1070,1515747,1778378,1
1071,32138486,34741688,1
1072,5977386,7449802,1
1073,20638510,22911319,0
1074,16862561,14707683,1
1075,37681188,40454135,1
1076,19266370,21459143,1
1077,410422,461846,1
1078,11505107,13477265,1
1079,23834638,26207410,1
1080,11376197,13308351,1
1081,31157391,33730635,1
1082,3384062,4307385,1
1083,691561,882154,1
1084,19486395,21699152,1
1085,4776809,6049074,1
1086,11235151,13147319,1
1087,7071922,8733519,1
1088,15340476,17412909,1
1089,6190731,7662867,1
1090,21351308,23664164,1
1091,506467,652946,1
1092,587513,754819,0
1093,980215,1203389,1
1094,698545,890001,0
1095,22324549,24647138,1
1096,1338440,1583411,1
1097,6124871,7607029,1
1098,28653734,31186913,1
1099,3805372,4848942,1
1100,14530701,16592985,1
1101,13026106,15058304,1
1102,24756677,27199436,1
1103,12326908,14319032,0
1104,3732575,4725727,1
1105,35094728,37778100,1
1106,13448446,15500743,1
1107,1051853,1283361,1
1108,29794278,32297457,1
1109,14498350,16560710,1
1110,25476775,27919787,1
1111,7446024,9108125,1
1112,35814005,38509500,1
1113,26138193,28591061,1
1114,30525449,33078612,1
1115,280871,280818,1
1116,8784699,10556837,1
1117,16251916,18354432,1
1118,10153305,12004430,1
1119,9008259,10800227,1
1120,1199712,1441108,0
1121,18845216,21017900,1
1122,11378495,13310647,1
1123,7264988,8907121,1
1124,1009673,1236440,0
1125,3197525,3930422,1
1126,6909508,8551431,1
1127,23703281,26076227,1
1128,5146740,6469038,1
1129,5774671,7206825,1
1130,3667441,4630711,1
1131,3931855,5025786,1
1132,1457463,1711988,1
1133,15059139,17131588,1
1134,10129208,11980839,1
1135,1016763,1244280,1
1136,1061519,1293522,1
1137,37720607,40443375,1
1138,16151120,18253618,1
1139,14438191,16490580,1
1140,3351562,4154452,1
1141,13186658,15218846,0
1142,17914343,20066870,0
1143,18545537,20708183,1
1144,506684,653310,0
1145,13898004,15950337,1
1146,11315697,13227872,1
1147,1059828,1291460,1
1148,25937859,28390764,1
1149,1341280,1585842,1
1150,30385616,32938792,1
1151,30956213,33519398,1
1152,424882,500904,1
1153,1390375,1637154,1
1154,3074676,3716828,1
1155,22842642,25195594,1
1156,1677706,1960046,1
1157,678910,867310,1
1158,6308470,7839979,1
1159,24134794,26537694,1
1160,819265,1027341,1
1161,11915089,13907229,1
1162,25447009,27889983,1
1163,2091818,2424480,1
1164,11005086,12917244,1
1165,16642486,18884995,1
